"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"2928","U. Personer i korttidsboende i kommunen, andel (%)","Hallsberg",2011,"0"
"2929","U. Personer i korttidsboende i kommunen, andel (%)","Hallstahammar",2011,"1"
"2930","U. Personer i korttidsboende i kommunen, andel (%)","Halmstad",2011,"0"
"2931","U. Personer i korttidsboende i kommunen, andel (%)","Hammarö",2011,"1"
"2932","U. Personer i korttidsboende i kommunen, andel (%)","Haninge",2011,"1"
"2933","U. Personer i korttidsboende i kommunen, andel (%)","Heby",2011,"1"
"2934","U. Personer i korttidsboende i kommunen, andel (%)","Hedemora",2011,"0"
"2935","U. Personer i korttidsboende i kommunen, andel (%)","Helsingborg",2011,"0"
"2936","U. Personer i korttidsboende i kommunen, andel (%)","Herrljunga",2011,"1"
"2937","U. Personer i korttidsboende i kommunen, andel (%)","Hjo",2011,"0"
"2938","U. Personer i korttidsboende i kommunen, andel (%)","Hofors",2011,"0"
"2939","U. Personer i korttidsboende i kommunen, andel (%)","Huddinge",2011,"0"
"2940","U. Personer i korttidsboende i kommunen, andel (%)","Hudiksvall",2011,"1"
"2941","U. Personer i korttidsboende i kommunen, andel (%)","Hultsfred",2011,"0"
"2942","U. Personer i korttidsboende i kommunen, andel (%)","Hylte",2011,"0"
"2943","U. Personer i korttidsboende i kommunen, andel (%)","Hällefors",2011,"1"
"2944","U. Personer i korttidsboende i kommunen, andel (%)","Härjedalen",2011,"1"
"2945","U. Personer i korttidsboende i kommunen, andel (%)","Härnösand",2011,"0"
"2946","U. Personer i korttidsboende i kommunen, andel (%)","Härryda",2011,"1"
"2947","U. Personer i korttidsboende i kommunen, andel (%)","Hässleholm",2011,"1"
"2948","U. Personer i korttidsboende i kommunen, andel (%)","Höganäs",2011,"0"
"2949","U. Personer i korttidsboende i kommunen, andel (%)","Högsby",2011,"0"
"2950","U. Personer i korttidsboende i kommunen, andel (%)","Hörby",2011,"1"
"2951","U. Personer i korttidsboende i kommunen, andel (%)","Höör",2011,"1"
"2952","U. Personer i korttidsboende i kommunen, andel (%)","Jokkmokk",2011,"1"
"2953","U. Personer i korttidsboende i kommunen, andel (%)","Järfälla",2011,"0"
"2954","U. Personer i korttidsboende i kommunen, andel (%)","Jönköping",2011,"1"
"2955","U. Personer i korttidsboende i kommunen, andel (%)","Kalix",2011,"0"
"2956","U. Personer i korttidsboende i kommunen, andel (%)","Kalmar",2011,"0"
"2957","U. Personer i korttidsboende i kommunen, andel (%)","Karlsborg",2011,"1"
"2958","U. Personer i korttidsboende i kommunen, andel (%)","Karlshamn",2011,"1"
"2959","U. Personer i korttidsboende i kommunen, andel (%)","Karlskoga",2011,"1"
"2960","U. Personer i korttidsboende i kommunen, andel (%)","Karlskrona",2011,"1"
"2961","U. Personer i korttidsboende i kommunen, andel (%)","Karlstad",2011,"1"
"2962","U. Personer i korttidsboende i kommunen, andel (%)","Katrineholm",2011,"1"
"2963","U. Personer i korttidsboende i kommunen, andel (%)","Kil",2011,"1"
"2964","U. Personer i korttidsboende i kommunen, andel (%)","Kinda",2011,"0"
"2965","U. Personer i korttidsboende i kommunen, andel (%)","Kiruna",2011,"0"
"2966","U. Personer i korttidsboende i kommunen, andel (%)","Klippan",2011,"0"
"2967","U. Personer i korttidsboende i kommunen, andel (%)","Knivsta",2011,"1"
"2968","U. Personer i korttidsboende i kommunen, andel (%)","Kramfors",2011,"1"
"2969","U. Personer i korttidsboende i kommunen, andel (%)","Kristianstad",2011,"1"
"2970","U. Personer i korttidsboende i kommunen, andel (%)","Kristinehamn",2011,"0"
"2971","U. Personer i korttidsboende i kommunen, andel (%)","Krokom",2011,"0"
"2972","U. Personer i korttidsboende i kommunen, andel (%)","Kumla",2011,"2"
"2973","U. Personer i korttidsboende i kommunen, andel (%)","Kungsbacka",2011,"1"
"2974","U. Personer i korttidsboende i kommunen, andel (%)","Kungsör",2011,"1"
"2975","U. Personer i korttidsboende i kommunen, andel (%)","Kungälv",2011,"1"
"2976","U. Personer i korttidsboende i kommunen, andel (%)","Kävlinge",2011,"0"
"2977","U. Personer i korttidsboende i kommunen, andel (%)","Köping",2011,"1"
"2978","U. Personer i korttidsboende i kommunen, andel (%)","Laholm",2011,"1"
"2979","U. Personer i korttidsboende i kommunen, andel (%)","Landskrona",2011,"1"
"2980","U. Personer i korttidsboende i kommunen, andel (%)","Laxå",2011,"1"
"2981","U. Personer i korttidsboende i kommunen, andel (%)","Lekeberg",2011,"1"
"2982","U. Personer i korttidsboende i kommunen, andel (%)","Leksand",2011,"1"
"2983","U. Personer i korttidsboende i kommunen, andel (%)","Lerum",2011,"1"
"2984","U. Personer i korttidsboende i kommunen, andel (%)","Lessebo",2011,"0"
"2985","U. Personer i korttidsboende i kommunen, andel (%)","Lidingö",2011,"0"
"2986","U. Personer i korttidsboende i kommunen, andel (%)","Lidköping",2011,"1"
"2987","U. Personer i korttidsboende i kommunen, andel (%)","Lilla Edet",2011,"1"
"2988","U. Personer i korttidsboende i kommunen, andel (%)","Lindesberg",2011,"1"
"2989","U. Personer i korttidsboende i kommunen, andel (%)","Linköping",2011,"1"
"2990","U. Personer i korttidsboende i kommunen, andel (%)","Ljungby",2011,"1"
"2991","U. Personer i korttidsboende i kommunen, andel (%)","Ljusdal",2011,"1"
"2992","U. Personer i korttidsboende i kommunen, andel (%)","Lomma",2011,"1"
"2993","U. Personer i korttidsboende i kommunen, andel (%)","Ludvika",2011,"1"
"2994","U. Personer i korttidsboende i kommunen, andel (%)","Luleå",2011,"1"
"2995","U. Personer i korttidsboende i kommunen, andel (%)","Lund",2011,"0"
"2996","U. Personer i korttidsboende i kommunen, andel (%)","Lycksele",2011,"1"
"2997","U. Personer i korttidsboende i kommunen, andel (%)","Lysekil",2011,"1"
"2998","U. Personer i korttidsboende i kommunen, andel (%)","Malmö",2011,"1"
"2999","U. Personer i korttidsboende i kommunen, andel (%)","Malung-Sälen",2011,"2"
"3000","U. Personer i korttidsboende i kommunen, andel (%)","Malå",2011,"0"
"3001","U. Personer i korttidsboende i kommunen, andel (%)","Mariestad",2011,"0"
"3002","U. Personer i korttidsboende i kommunen, andel (%)","Mark",2011,"1"
"3003","U. Personer i korttidsboende i kommunen, andel (%)","Markaryd",2011,"1"
"3004","U. Personer i korttidsboende i kommunen, andel (%)","Mellerud",2011,"0"
"3005","U. Personer i korttidsboende i kommunen, andel (%)","Mjölby",2011,"1"
"3006","U. Personer i korttidsboende i kommunen, andel (%)","Mora",2011,"1"
"3007","U. Personer i korttidsboende i kommunen, andel (%)","Motala",2011,"1"
"3008","U. Personer i korttidsboende i kommunen, andel (%)","Mullsjö",2011,"0"
"3009","U. Personer i korttidsboende i kommunen, andel (%)","Munkedal",2011,"1"
"3010","U. Personer i korttidsboende i kommunen, andel (%)","Munkfors",2011,"1"
"3011","U. Personer i korttidsboende i kommunen, andel (%)","Mölndal",2011,"1"
"3012","U. Personer i korttidsboende i kommunen, andel (%)","Mönsterås",2011,"1"
"3013","U. Personer i korttidsboende i kommunen, andel (%)","Mörbylånga",2011,"1"
"3014","U. Personer i korttidsboende i kommunen, andel (%)","Nacka",2011,"1"
"3015","U. Personer i korttidsboende i kommunen, andel (%)","Nora",2011,"2"
"3016","U. Personer i korttidsboende i kommunen, andel (%)","Norberg",2011,"1"
"3017","U. Personer i korttidsboende i kommunen, andel (%)","Nordanstig",2011,"2"
"3018","U. Personer i korttidsboende i kommunen, andel (%)","Nordmaling",2011,"1"
"3019","U. Personer i korttidsboende i kommunen, andel (%)","Norrköping",2011,"1"
"3020","U. Personer i korttidsboende i kommunen, andel (%)","Norrtälje",2011,"1"
"3021","U. Personer i korttidsboende i kommunen, andel (%)","Norsjö",2011,"1"
"3022","U. Personer i korttidsboende i kommunen, andel (%)","Nybro",2011,"1"
"3023","U. Personer i korttidsboende i kommunen, andel (%)","Nyköping",2011,"0"
"3024","U. Personer i korttidsboende i kommunen, andel (%)","Nynäshamn",2011,"1"
"3025","U. Personer i korttidsboende i kommunen, andel (%)","Nässjö",2011,"0"
"3026","U. Personer i korttidsboende i kommunen, andel (%)","Ockelbo",2011,"1"
"3027","U. Personer i korttidsboende i kommunen, andel (%)","Olofström",2011,"3"
"3028","U. Personer i korttidsboende i kommunen, andel (%)","Orsa",2011,"1"
"3029","U. Personer i korttidsboende i kommunen, andel (%)","Orust",2011,"0"
"3030","U. Personer i korttidsboende i kommunen, andel (%)","Osby",2011,"1"
"3031","U. Personer i korttidsboende i kommunen, andel (%)","Oskarshamn",2011,"2"
"3032","U. Personer i korttidsboende i kommunen, andel (%)","Ovanåker",2011,"0"
"3033","U. Personer i korttidsboende i kommunen, andel (%)","Oxelösund",2011,"1"
"3034","U. Personer i korttidsboende i kommunen, andel (%)","Partille",2011,"1"
"3035","U. Personer i korttidsboende i kommunen, andel (%)","Perstorp",2011,"0"
"3036","U. Personer i korttidsboende i kommunen, andel (%)","Ragunda",2011,"1"
"3037","U. Personer i korttidsboende i kommunen, andel (%)","Robertsfors",2011,"1"
"3038","U. Personer i korttidsboende i kommunen, andel (%)","Ronneby",2011,"1"
"3039","U. Personer i korttidsboende i kommunen, andel (%)","Rättvik",2011,"1"
"3040","U. Personer i korttidsboende i kommunen, andel (%)","Sala",2011,"1"
"3041","U. Personer i korttidsboende i kommunen, andel (%)","Salem",2011,"0"
"3042","U. Personer i korttidsboende i kommunen, andel (%)","Sandviken",2011,"0"
"3043","U. Personer i korttidsboende i kommunen, andel (%)","Sigtuna",2011,"0"
"3044","U. Personer i korttidsboende i kommunen, andel (%)","Simrishamn",2011,"1"
"3045","U. Personer i korttidsboende i kommunen, andel (%)","Sjöbo",2011,"0"
"3046","U. Personer i korttidsboende i kommunen, andel (%)","Skara",2011,"1"
"3047","U. Personer i korttidsboende i kommunen, andel (%)","Skellefteå",2011,"1"
"3048","U. Personer i korttidsboende i kommunen, andel (%)","Skinnskatteberg",2011,"1"
"3049","U. Personer i korttidsboende i kommunen, andel (%)","Skurup",2011,"0"
"3050","U. Personer i korttidsboende i kommunen, andel (%)","Skövde",2011,"1"
"3051","U. Personer i korttidsboende i kommunen, andel (%)","Smedjebacken",2011,"0"
"3052","U. Personer i korttidsboende i kommunen, andel (%)","Sollefteå",2011,"1"
"3053","U. Personer i korttidsboende i kommunen, andel (%)","Sollentuna",2011,"1"
"3054","U. Personer i korttidsboende i kommunen, andel (%)","Solna",2011,"0"
"3055","U. Personer i korttidsboende i kommunen, andel (%)","Sorsele",2011,"1"
"3056","U. Personer i korttidsboende i kommunen, andel (%)","Sotenäs",2011,"1"
"3057","U. Personer i korttidsboende i kommunen, andel (%)","Staffanstorp",2011,"0"
"3058","U. Personer i korttidsboende i kommunen, andel (%)","Stenungsund",2011,"0"
"3059","U. Personer i korttidsboende i kommunen, andel (%)","Stockholm",2011,"0"
"3060","U. Personer i korttidsboende i kommunen, andel (%)","Storfors",2011,"1"
"3061","U. Personer i korttidsboende i kommunen, andel (%)","Storuman",2011,"1"
"3062","U. Personer i korttidsboende i kommunen, andel (%)","Strängnäs",2011,"1"
"3063","U. Personer i korttidsboende i kommunen, andel (%)","Strömsund",2011,"0"
"3064","U. Personer i korttidsboende i kommunen, andel (%)","Sundbyberg",2011,"0"
"3065","U. Personer i korttidsboende i kommunen, andel (%)","Sundsvall",2011,"1"
"3066","U. Personer i korttidsboende i kommunen, andel (%)","Sunne",2011,"1"
"3067","U. Personer i korttidsboende i kommunen, andel (%)","Surahammar",2011,"1"
"3068","U. Personer i korttidsboende i kommunen, andel (%)","Svalöv",2011,"0"
"3069","U. Personer i korttidsboende i kommunen, andel (%)","Svedala",2011,"0"
"3070","U. Personer i korttidsboende i kommunen, andel (%)","Svenljunga",2011,"1"
"3071","U. Personer i korttidsboende i kommunen, andel (%)","Säffle",2011,"1"
"3072","U. Personer i korttidsboende i kommunen, andel (%)","Säter",2011,"1"
"3073","U. Personer i korttidsboende i kommunen, andel (%)","Sävsjö",2011,"0"
"3074","U. Personer i korttidsboende i kommunen, andel (%)","Söderhamn",2011,"1"
"3075","U. Personer i korttidsboende i kommunen, andel (%)","Söderköping",2011,"1"
"3076","U. Personer i korttidsboende i kommunen, andel (%)","Södertälje",2011,"1"
"3077","U. Personer i korttidsboende i kommunen, andel (%)","Sölvesborg",2011,"1"
"3078","U. Personer i korttidsboende i kommunen, andel (%)","Tanum",2011,"1"
"3079","U. Personer i korttidsboende i kommunen, andel (%)","Tibro",2011,"1"
"3080","U. Personer i korttidsboende i kommunen, andel (%)","Tidaholm",2011,"1"
"3081","U. Personer i korttidsboende i kommunen, andel (%)","Tierp",2011,"1"
"3082","U. Personer i korttidsboende i kommunen, andel (%)","Timrå",2011,"1"
"3083","U. Personer i korttidsboende i kommunen, andel (%)","Tingsryd",2011,"1"
"3084","U. Personer i korttidsboende i kommunen, andel (%)","Tjörn",2011,"0"
"3085","U. Personer i korttidsboende i kommunen, andel (%)","Tomelilla",2011,"1"
"3086","U. Personer i korttidsboende i kommunen, andel (%)","Torsby",2011,"1"
"3087","U. Personer i korttidsboende i kommunen, andel (%)","Torsås",2011,"1"
"3088","U. Personer i korttidsboende i kommunen, andel (%)","Tranemo",2011,"1"
"3089","U. Personer i korttidsboende i kommunen, andel (%)","Tranås",2011,"1"
"3090","U. Personer i korttidsboende i kommunen, andel (%)","Trelleborg",2011,"0"
"3091","U. Personer i korttidsboende i kommunen, andel (%)","Trollhättan",2011,"1"
"3092","U. Personer i korttidsboende i kommunen, andel (%)","Trosa",2011,"0"
"3093","U. Personer i korttidsboende i kommunen, andel (%)","Tyresö",2011,"1"
"3094","U. Personer i korttidsboende i kommunen, andel (%)","Täby",2011,"1"
"3095","U. Personer i korttidsboende i kommunen, andel (%)","Töreboda",2011,"1"
"3096","U. Personer i korttidsboende i kommunen, andel (%)","Uddevalla",2011,"0"
"3097","U. Personer i korttidsboende i kommunen, andel (%)","Ulricehamn",2011,"0"
"3098","U. Personer i korttidsboende i kommunen, andel (%)","Umeå",2011,"1"
"3099","U. Personer i korttidsboende i kommunen, andel (%)","Upplands Väsby",2011,"1"
"3100","U. Personer i korttidsboende i kommunen, andel (%)","Upplands-Bro",2011,"0"
"3101","U. Personer i korttidsboende i kommunen, andel (%)","Uppsala",2011,"0"
"3102","U. Personer i korttidsboende i kommunen, andel (%)","Uppvidinge",2011,"0"
"3103","U. Personer i korttidsboende i kommunen, andel (%)","Vadstena",2011,"1"
"3104","U. Personer i korttidsboende i kommunen, andel (%)","Vaggeryd",2011,"1"
"3105","U. Personer i korttidsboende i kommunen, andel (%)","Valdemarsvik",2011,"0"
"3106","U. Personer i korttidsboende i kommunen, andel (%)","Vallentuna",2011,"0"
"3107","U. Personer i korttidsboende i kommunen, andel (%)","Vansbro",2011,"1"
"3108","U. Personer i korttidsboende i kommunen, andel (%)","Vara",2011,"1"
"3109","U. Personer i korttidsboende i kommunen, andel (%)","Varberg",2011,"1"
"3110","U. Personer i korttidsboende i kommunen, andel (%)","Vaxholm",2011,"1"
"3111","U. Personer i korttidsboende i kommunen, andel (%)","Vellinge",2011,"1"
"3112","U. Personer i korttidsboende i kommunen, andel (%)","Vetlanda",2011,"1"
"3113","U. Personer i korttidsboende i kommunen, andel (%)","Vindeln",2011,"1"
"3114","U. Personer i korttidsboende i kommunen, andel (%)","Vingåker",2011,"1"
"3115","U. Personer i korttidsboende i kommunen, andel (%)","Vänersborg",2011,"0"
"3116","U. Personer i korttidsboende i kommunen, andel (%)","Vännäs",2011,"1"
"3117","U. Personer i korttidsboende i kommunen, andel (%)","Värmdö",2011,"0"
"3118","U. Personer i korttidsboende i kommunen, andel (%)","Värnamo",2011,"0"
"3119","U. Personer i korttidsboende i kommunen, andel (%)","Västervik",2011,"0"
"3120","U. Personer i korttidsboende i kommunen, andel (%)","Västerås",2011,"1"
"3121","U. Personer i korttidsboende i kommunen, andel (%)","Växjö",2011,"1"
"3122","U. Personer i korttidsboende i kommunen, andel (%)","Ydre",2011,"1"
"3123","U. Personer i korttidsboende i kommunen, andel (%)","Ystad",2011,"1"
"3124","U. Personer i korttidsboende i kommunen, andel (%)","Åmål",2011,"1"
"3125","U. Personer i korttidsboende i kommunen, andel (%)","Ånge",2011,"1"
