"","Kortnamn","Beskrivning","Kod"
"3403","U. Döda inom 90 dagar efter planerad operation för pulsåderbråck, andel (%)","Antal avlidna enligt befolkningsregistret inom 90 dygn dividerat med antal opererade elektivt (planerat) för pulsåderbråck i stora kroppspulsådern i buken (= AAA abdominellt aortaaneurysm). Källa Nationellt kvalitetsregister: Swedvasc  Svenska Kärlregistr","U72546"
"3404","U. Patienter som är helt eller ganska symtomfria 6 månader efter tonsilloperation, andel (%)","Antal patienter som svarade ""besvären borta"" eller ""jag har blivit ganska bra"" 6 månader efter operationen dividerat med antal patienter som tonsillopererats. Källa Svenskt kvalitetsregister för Öron-, Näs- och Halssjukvård","U72547"
"3405","U. Patienter med förbättrad självskattad synfunktion 3 månader efter gråstarrsoperation, andel (%)","Antal besvarade enkäter med självskattad förbättring dividerat med antal besvarade enkäter. Enkäten distribueras av deltagande kliniker före operation och sänds som självinstruerande postenkät 3 månader efter operation. Enkäten är en Rasch-analyserad pati","U72548"
"3406","U. Väntat högst 90 dagar på besök i specialiserad vård, andel (%)","Andelen av det totala antalet väntande patienter som väntat högst 90 dagar på specialistbesök. Källa Databasen ""Väntetider i Vården"" , Sveriges Kommuner och Landsting","U72549"
"3407","U. Patienter med biologiska läkemedel vid reumatoid artrit, andel (%)","Visar andelen patienter med kronisk ledgångsreumatism, reumatoid artrit (RA), som behandlas med biologiskt läkemedel. Biologiska läkemedel avser TNFalfa-hämmare. Antal BIObehandlade RA-patienter dividerat med antal RA-patienter. Avser personer 18 år och ä","U72550"
"3408","U. Väntat högst 90 dagar på besök i vuxenpsykiatri, andel (%)","Andelen av det totala antalet väntande patienter som väntat högst 90 dagar på vuxenpsykiatri. Källa Databasen ""Väntetider i Vården"" , Sveriges Kommuner och Landsting","U72551"
"3409","U. Relativ risk för död i aktiv uremivård","Avser att mäta relativ risk för död för patienter i dialysbehandling och syftar till att stimulera sjukvårdshuvudmännen till analys av de egna överlevnadsresultaten. Överlevnaden baseras på samtliga dödsfall vilket i små landsting kan leda till att enstak","U72552"
"3410","U. Area egna lokaler (sjukhus), kvm BRA","Total area för ur landstingsperspektiv helägda sjukhusfastigheter (lokaler och bostäder), inklusive eventuella sale and lease back finansierade objekt. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser samtliga sjukhus. Källa Egna","U72800"
"3411","U. Area externt uthyrda lokaler (sjukhus), kvm BRA","Area för externt uthyrda lokaler såsom sjukhem, bostäder m.m. och andrahandsuthyrning av egna lokaler som t.ex. apotek, butiker, cafeteria m.m. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser samtliga sjukhus. Källa Egna uppgift","U72801"
"3412","U. Area vakanta lokaler (sjukhus), kvm BRA","Area för vakanta egna lokaler där hyresintäkter ej erhålls. Dvs uthyrningsbar, ej kontraktterad area. Eventuella evakueringslokaler (provisoriskt utnyttjade lokaler) räknas som uthyrda om de ger hyresintäkter. Redovisas i form av antal kvadratmeter BRA (b","U72802"
"3413","U. Vakansgrad egna lokaler (sjukhus), (%)","Area för vakanta uthyrningsbara lokaler dividerat med area egna lokaler multiplicerat med 100. Avser 31/12. Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72803"
"3414","U. Area sålda lokalytor (sjukhus), kvm BRA","Area för sålda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72804"
"3415","U. Area köpta lokalytor (sjukhus), kvm BRA","Area för köpta lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72805"
"3416","U. Area nya/tillbyggda lokalytor (sjukhus), kvm BRA","Area för ny- och /eller tillbyggda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72806"
"3417","U. Area rivna lokalytor (sjukhus), kvm BRA","Area för rivna lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72807"
"3418","U. Area inhyrda lokaler (sjukhus) och bostäder, kvm BRA","Area för externt inhyrda lokaler och bostäder för landstingsverksamhet. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser samtliga sjukhus. Källa Egna uppgifter i landstinget","U72808"
"3419","U. Area egna lokaler (sjukhus kategori 1), kvm BRA","Total area för ur landstingsperspektiv helägda sjukhusfastigheter (lokaler och bostäder), inklusive eventuella sale and lease back finansierade objekt. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 1. Källa Eg","U72809"
"3420","U. Area externt uthyrda lokaler (sjukhus kategori 1), kvm BRA","Area för externt uthyrda lokaler såsom sjukhem, bostäder m.m. och andrahandsuthyrning av egna lokaler som t.ex. apotek, butiker, cafeteria m.m. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 1. Källa Egna uppgi","U72810"
"3421","U. Area vakanta lokaler (sjukhus kategori 1), kvm BRA","Area för vakanta egna lokaler där hyresintäkter ej erhålls. Dvs uthyrningsbar, ej kontraktterad area. Eventuella evakueringslokaler (provisoriskt utnyttjade lokaler) räknas som uthyrda om de ger hyresintäkter. Redovisas i form av antal kvadratmeter BRA (b","U72811"
"3422","U. Vakansgrad egna lokaler (sjukhus kategori 1), (%)","Area för vakanta uthyrningsbara lokaler dividerat med area egna lokaler multiplicerat med 100. Avser 31/12. Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72812"
"3423","U. Area sålda lokalytor (sjukhus kategori 1), kvm BRA","Area för sålda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72813"
"3424","U. Area köpta lokalytor (sjukhus kategori 1), kvm BRA","Area för köpta lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72814"
"3425","U. Area nya/tillbyggda lokalytor (sjukhus kategori 1), kvm BRA","Area för ny- och /eller tillbyggda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72815"
"3426","U. Area rivna lokalytor (sjukhus kategori 1), kvm BRA","Area för rivna lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72816"
"3427","U. Area inhyrda lokaler (sjukhus kategori 1) och bostäder, kvm BRA","Area för externt inhyrda lokaler och bostäder för landstingsverksamhet. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 1. Källa Egna uppgifter i landstinget","U72817"
"3428","U. Area egna lokaler (sjukhus kategori 2), kvm BRA","Total area för ur landstingsperspektiv helägda sjukhusfastigheter (lokaler och bostäder), inklusive eventuella sale and lease back finansierade objekt. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 2. Källa Eg","U72818"
"3429","U. Area externt uthyrda lokaler (sjukhus kategori 2), kvm BRA","Area för externt uthyrda lokaler såsom sjukhem, bostäder m.m. och andrahandsuthyrning av egna lokaler som t.ex. apotek, butiker, cafeteria m.m. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 2. Källa Egna uppgi","U72819"
"3430","U. Area vakanta lokaler (sjukhus kategori 2), kvm BRA","Area för vakanta egna lokaler där hyresintäkter ej erhålls. Dvs uthyrningsbar, ej kontraktterad area. Eventuella evakueringslokaler (provisoriskt utnyttjade lokaler) räknas som uthyrda om de ger hyresintäkter. Redovisas i form av antal kvadratmeter BRA (b","U72820"
"3431","U. Vakansgrad egna lokaler (sjukhus kategori 2), (%)","Area för vakanta uthyrningsbara lokaler dividerat med area egna lokaler multiplicerat med 100. Avser 31/12. Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72821"
"3432","U. Area sålda lokalytor (sjukhus kategori 2), kvm BRA","Area för sålda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72822"
"3433","U. Area köpta lokalytor (sjukhus kategori 2), kvm BRA","Area för köpta lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72823"
"3434","U. Area nya/tillbyggda lokalytor (sjukhus kategori 2), kvm BRA","Area för ny- och /eller tillbyggda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72824"
"3435","U. Area rivna lokalytor (sjukhus kategori 2), kvm BRA","Area för rivna lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72825"
"3436","U. Area inhyrda lokaler (sjukhus kategori 2) och bostäder, kvm BRA","Area för externt inhyrda lokaler och bostäder för landstingsverksamhet. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 2. Källa Egna uppgifter i landstinget","U72826"
"3437","U. Area egna lokaler (sjukhus kategori 3), kvm BRA","Total area för ur landstingsperspektiv helägda sjukhusfastigheter (lokaler och bostäder), inklusive eventuella sale and lease back finansierade objekt. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 3. Källa Eg","U72827"
"3438","U. Area externt uthyrda lokaler (sjukhus kategori 3), kvm BRA","Area för externt uthyrda lokaler såsom sjukhem, bostäder m.m. och andrahandsuthyrning av egna lokaler som t.ex. apotek, butiker, cafeteria m.m. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 3. Källa Egna uppgi","U72828"
"3439","U. Area vakanta lokaler (sjukhus kategori 3), kvm BRA","Area för vakanta egna lokaler där hyresintäkter ej erhålls. Dvs uthyrningsbar, ej kontraktterad area. Eventuella evakueringslokaler (provisoriskt utnyttjade lokaler) räknas som uthyrda om de ger hyresintäkter. Redovisas i form av antal kvadratmeter BRA (b","U72829"
"3440","U. Vakansgrad egna lokaler (sjukhus kategori 3), (%)","Area för vakanta uthyrningsbara lokaler dividerat med area egna lokaler multiplicerat med 100. Avser 31/12. Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72830"
"3441","U. Area sålda lokalytor (sjukhus kategori 3), kvm BRA","Area för sålda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72831"
"3442","U. Area köpta lokalytor (sjukhus kategori 3), kvm BRA","Area för köpta lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72832"
"3443","U. Area nya/tillbyggda lokalytor (sjukhus kategori 3), kvm BRA","Area för ny- och /eller tillbyggda lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72833"
"3444","U. Area rivna lokalytor (sjukhus kategori 3), kvm BRA","Area för rivna lokaler under verksamhetsåret. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72834"
"3445","U. Area inhyrda lokaler (sjukhus kategori 3) och bostäder, kvm BRA","Area för externt inhyrda lokaler och bostäder för landstingsverksamhet. Redovisas i form av antal kvadratmeter BRA (bruksarea). Avser 31/12. Avser sjukhus kategori 3. Källa Egna uppgifter i landstinget","U72835"
"3446","U. Medarbetarengagemang (HME) specialiserad psykiatrisk vård - Totalindex","Engagemangsindex för specialiserad psykiatrisk vård enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa e","U74200"
"3447","U. Medarbetarengagemang (HME) specialiserad psykiatrisk vård - Motivationsindex","Motivationsindex för specialiserad psykiatrisk vård enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa e","U74201"
"3448","U. Medarbetarengagemang (HME) specialiserad psykiatrisk vård - Ledarskapsindex","Ledarskapssindex för specialiserad psykiatrisk vård enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa e","U74202"
"3449","U. Medarbetarengagemang (HME) specialiserad psykiatrisk vård - Styrningsindex","Styrningsindex för specialiserad psykiatrisk vård enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa eng","U74203"
